FID,lon,lat,uu01,vv01,speed,speed_1
2459,120.451645,40.064804,0.98,1.58,58.22012583,58.22012583
2460,120.63772,40.045444,0.95,1.3,53.86912391,53.86912391
2461,120.82378,40.0258,0.28,0.99,74.24523564,74.24523564
2462,121.00962,40.005898,0.11,0.78,82.01434026,82.01434026
2463,121.19536,39.98572,0.15,0.64,76.84834813,76.84834813
2464,121.38099,39.965275,0.26,0.61,66.94880652,66.94880652
2465,121.56646,39.94456,0.51,0.53,46.12508957,46.12508957
2466,121.75186,39.923576,0.49,0.59,50.31558906,50.31558906
2467,121.93711,39.90233,0.65,0.69,46.73350594,46.73350594
2468,122.122185,39.88081,0.74,0.71,43.83696265,43.83696265
2469,122.3072,39.85903,0.75,0.78,46.14669712,46.14669712
2470,122.492035,39.836987,0.81,0.79,44.30630146,44.30630146
2471,122.67673,40.83424,1.13,0.78,34.63353704,34.63353704
2472,109.89914,40.8423,4.04,0,0,0
2473,110.09065,40.83851,3.92,0,0,0
2474,110.280464,40.83441,3.91,0,0,0
2475,110.47022,40.830032,4.03,0.06,0.853408522,0.853408522
2476,110.66057,40.82536,4.04,0.25,3.542811723,3.542811723
2477,110.850876,40.820385,4.16,0.67,9.153996474,9.153996474
2478,111.0408,40.815132,4.64,0.67,8.220688801,8.220688801
2479,111.230515,40.809578,5.68,0.57,5.733473889,5.733473889
2480,111.420654,40.803738,6.25,0.53,4.849544282,4.849544282
2481,111.60998,40.79761,6,0.47,4.481294902,4.481294902
2482,111.80005,40.791176,5.24,0.35,3.823270293,3.823270293
2483,111.98968,40.78447,4.43,0.27,3.489522519,3.489522519
2484,112.17934,40.777462,3.68,0.31,4.817620573,4.817620573
2485,112.36943,40.770172,2.03,0.21,5.909136794,5.909136794
2486,112.55872,40.76258,0.28,0.01,2.04644595,2.04644595
2487,112.74852,40.754715,0.13,0.01,4.400936442,4.400936442
2488,112.93819,40.746548,0.12,0.01,4.766057879,4.766057879
2489,113.127815,40.7381,0.13,0.01,4.400936442,4.400936442
2490,113.31736,40.72935,0.12,0.01,4.766057879,4.766057879
2491,113.50705,40.72033,0.08,0.01,7.128630261,7.128630261
2492,113.69634,40.71101,0.06,0.01,9.467121635,9.467121635
2493,113.88585,40.701397,0.05,0,0,0
2494,114.07516,40.691505,0.04,0,0,0
2495,114.26462,40.68132,0.02,0,0,0
2496,114.453865,40.670864,0.01,0,0,0
2497,114.643005,40.6601,0.01,0,0,0
2498,115.39968,40.61422,0.01,0,0,0
2499,115.58855,40.602036,0.01,0,0,0
2500,115.77747,40.589565,0.05,0,0,0
2501,115.96628,40.576817,0.09,0,0,0
2502,116.155014,40.563778,0.08,0,0,0
2503,116.34376,40.550457,0.06,0,0,0
2504,116.53243,40.53685,0.06,0,0,0
2505,116.72092,40.52297,0.07,0,0,0
2506,116.90939,40.508797,0.06,0,0,0
2507,117.09775,40.494354,0.08,0,0,0
2508,117.28597,40.479626,0.09,0,0,0
2509,117.47426,40.46461,0.11,0,0,0
2510,117.662346,40.449314,0,0.02,90.04564931,90.04564931
2511,117.85039,40.43375,0,0.02,90.04564931,90.04564931
2512,118.0383,40.417896,0,0.02,90.04564931,90.04564931
2513,118.22622,40.401764,0,0.03,90.04564931,90.04564931
2514,118.41396,40.38536,0,0.02,90.04564931,90.04564931
2515,118.601616,40.368675,0,0.02,90.04564931,90.04564931
2516,118.78924,40.351715,0,0.02,90.04564931,90.04564931
2517,118.9767,40.33447,0,0.03,90.04564931,90.04564931
2518,119.163994,40.316956,0,0.08,90.04564931,90.04564931
2519,119.35136,40.299164,0,0.35,90.04564931,90.04564931
2520,119.53849,40.2811,0,0.58,90.04564931,90.04564931
2521,119.72551,40.26276,0.01,0.92,89.42257775,89.42257775
2522,119.91245,40.24415,0.01,1.05,89.49971495,89.49971495
2523,120.099236,40.225258,0.02,1.14,89.04005351,89.04005351
2524,120.28601,40.20609,0.04,1.32,88.30906434,88.30906434
2525,120.47257,40.186657,0.21,1.55,82.32606224,82.32606224
2526,120.65908,40.166954,0.49,1.63,73.30567564,73.30567564
2527,120.84539,40.146973,0.92,1.49,58.33633182,58.33633182
2528,121.031685,40.12672,0.61,1.25,64.02007954,64.02007954
2529,121.21773,40.106213,0.14,1,82.07199661,82.07199661
2530,121.40375,40.085423,0.13,0.86,81.4453779,81.4453779
2531,121.589584,40.064365,0.23,0.68,71.34881931,71.34881931
2532,121.77533,40.043045,0.5,0.62,51.14143009,51.14143009
2533,121.960915,40.021454,0.82,0.68,39.68796122,39.68796122
2534,122.14638,39.99959,1.06,0.71,33.83177464,33.83177464
2535,122.33167,39.97747,1.31,0.72,28.80860605,28.80860605
2536,122.70189,40.977722,1.18,0.7,30.69283998,30.69283998
2537,109.89914,40.98583,4.04,0,0,0
2538,110.09065,40.98201,4.06,0,0,0
2539,110.28255,40.9779,4.15,0.07,0.96683334,0.96683334
2540,110.471886,40.973503,4.31,0.13,1.72853146,1.72853146
2541,110.66205,40.968807,4.32,0.37,4.897813649,4.897813649
2542,110.852715,40.963818,4.47,0.66,8.403354791,8.403354791
2543,111.042305,40.95854,5.18,0.5,5.516196505,5.516196505
2544,111.233215,40.952976,6.07,0.5,4.711343703,4.711343703
2545,111.42326,40.947117,6.54,0.44,3.850913894,3.850913894
2546,111.613495,40.940956,6.07,0.34,3.207594817,3.207594817
2547,111.803635,40.934513,5.04,0.29,3.294820164,3.294820164
2548,111.993904,40.92777,4.52,0.35,4.430030421,4.430030421
2549,112.183914,40.92075,0.84,0.01,0.682406344,0.682406344
2550,112.37397,40.913425,0.25,0,0,0
2551,112.56415,40.905815,0.11,0,0,0
2552,112.75421,40.897907,0.09,0,0,0
2553,112.944244,40.88972,0.11,0.01,5.197063597,5.197063597
2554,113.134254,40.881237,0.12,0.01,4.766057879,4.766057879
2555,113.324135,40.872467,0.11,0.01,5.197063597,5.197063597
2556,113.51408,40.863403,0.08,0.01,7.128630261,7.128630261
2557,113.70402,40.854046,0.06,0,0,0
2558,113.89375,40.84441,0.05,0,0,0
2559,114.08366,40.834476,0.04,0,0,0
2560,114.27329,40.824265,0.01,0,0,0
2561,114.46296,40.813755,0.01,0,0,0
2562,114.65257,40.802967,0.01,0,0,0
2563,115.41052,40.756916,0.02,0,0,0
2564,115.59997,40.74469,0.08,0,0,0
2565,115.7892,40.732174,0.16,0,0,0
2566,115.978355,40.71938,0.1,0,0,0
2567,116.16762,40.706295,0.09,0,0,0
2568,116.35657,40.69293,0.1,0,0,0
2569,116.54557,40.67928,0.09,0,0,0
2570,116.73459,40.66534,0.1,0,0,0
2571,116.92343,40.65112,0.11,0,0,0
2572,117.11216,40.636623,0.1,0,0,0
2573,117.300735,40.621845,0.12,0,0,0
2574,118.05462,40.5599,0,0.02,90.04564931,90.04564931
2575,118.24287,40.543716,0,0.02,90.04564931,90.04564931
2576,118.43105,40.527252,0,0.02,90.04564931,90.04564931
2577,118.619064,40.510506,0,0.02,90.04564931,90.04564931
2578,118.80699,40.493484,0,0.03,90.04564931,90.04564931
2579,118.99482,40.47618,0,0.05,90.04564931,90.04564931
2580,119.18257,40.458607,0,0.18,90.04564931,90.04564931
2581,119.37019,40.44075,0.01,0.38,88.53744895,88.53744895
2582,119.5577,40.42262,0.01,0.63,89.13580761,89.13580761
2583,119.7451,40.404217,0.01,0.78,89.31075571,89.31075571
2584,119.93247,40.385536,0.01,0.7,89.22677871,89.22677871
2585,120.119606,40.366577,0.01,0.57,89.04005351,89.04005351
2586,120.30667,40.347347,0.02,0.57,88.03507622,88.03507622
2587,120.49364,40.327847,0.03,0.75,87.75387743,87.75387743
2588,120.68048,40.308075,0.07,1.01,86.07898365,86.07898365
2589,120.86719,40.28803,0.15,1.22,83.03270979,83.03270979
2590,121.05376,40.267704,0.31,1.39,77.46682738,77.46682738
2591,121.240265,40.247116,0.63,1.46,66.69328208,66.69328208
2592,121.42659,40.226257,0.43,1.36,72.49102111,72.49102111
2593,121.61276,40.20513,0.25,1.12,77.45630455,77.45630455
2594,121.79885,40.183735,0.32,0.86,69.62541428,69.62541428
2595,121.98482,40.162064,0.6,0.73,50.60826199,50.60826199
2596,122.170654,40.140133,0.92,0.72,38.06634054,38.06634054
2597,122.35631,40.117935,1.15,0.66,29.86721768,29.86721768
2598,122.54191,41.12119,1.33,0.65,26.05897909,26.05897909
2599,122.72726,41.12532,1.54,0.62,21.94071076,21.94071076
2600,109.895325,41.12549,4.73,0.11,1.332895575,1.332895575
2601,110.09065,41.12136,4.75,0.12,1.447898527,1.447898527
2602,110.28324,41.116955,4.76,0.11,1.324497972,1.324497972
2603,110.47354,41.112244,4.73,0.12,1.454018099,1.454018099
2604,110.66352,41.107246,4.74,0.16,1.934281293,1.934281293
2605,110.85455,41.10194,5.06,0.52,5.870482154,5.870482154
2606,111.044556,41.09635,5.69,0.36,3.622051386,3.622051386
2607,111.23559,41.090477,6.33,0.36,3.256672383,3.256672383
2608,111.42588,41.084293,6.56,0.35,3.055592814,3.055592814
2609,111.61677,41.07782,6.01,0.34,3.239549595,3.239549595
2610,111.80743,41.071068,5.51,0.42,4.361155157,4.361155157
2611,111.99773,41.06401,2.21,0.33,8.497036664,8.497036664
2612,112.18865,41.056664,0.44,0.01,1.302613042,1.302613042
2613,112.37883,41.049026,0.08,0,0,0
2614,112.569336,41.041096,0.07,0,0,0
2615,112.75982,41.032867,0.07,0,0,0
2616,112.95015,41.024357,0.1,0,0,0
2617,113.14056,41.015553,0.12,0.01,4.766057879,4.766057879
2618,113.33096,41.00646,0.11,0.01,5.197063597,5.197063597
2619,113.52132,40.997066,0.08,0,0,0
2620,113.71167,40.9874,0.07,0,0,0
2621,113.90164,40.977425,0.07,0,0,0
2622,114.09194,40.967175,0.03,0,0,0
2623,114.282036,40.956642,0.01,0,0,0
2624,114.47208,40.945805,0.01,0,0,0
2625,114.66208,40.93468,0.01,0,0,0
2626,114.852005,40.923275,0.01,0,0,0
2627,115.23185,40.899593,0.02,0,0,0
2628,115.42163,40.88732,0.09,0,0,0
2629,115.611336,40.874763,0.22,0,0,0
2630,115.801,40.86192,0.16,0,0,0
2631,115.99064,40.84879,0.13,0,0,0
2632,116.18016,40.83538,0.11,0,0,0
2633,116.369606,40.82168,0.11,0,0,0
2634,116.558975,40.807693,0.11,0,0,0
2635,116.74826,40.793427,0.11,0,0,0
2636,116.93752,40.778873,0.12,0,0,0
2637,117.1266,40.76404,0.13,0,0,0
2638,117.69356,40.717842,0,0.02,90.04564931,90.04564931
2639,117.88235,40.70188,0.01,0.02,63.46712395,63.46712395
2640,118.07106,40.68564,0.01,0.02,63.46712395,63.46712395
2641,118.25967,40.669113,0.01,0.02,63.46712395,63.46712395
2642,118.44811,40.652306,0,0.02,90.04564931,90.04564931
2643,118.63655,40.63523,0.01,0.02,63.46712395,63.46712395
2644,118.8248,40.617867,0.01,0.03,71.60135001,71.60135001
2645,119.01305,40.60023,0.01,0.05,78.72998027,78.72998027
2646,119.20123,40.582302,0.01,0.11,84.84858571,84.84858571
2647,119.38915,40.564114,0.01,0.31,88.19710191,88.19710191
2648,119.57707,40.545647,0.01,0.39,88.5761036,88.5761036
2649,119.76482,40.526897,0.01,0.39,88.5761036,88.5761036
2650,119.95251,40.507866,0.01,0.35,88.40824217,88.40824217
2651,120.14009,40.48858,0.01,0.24,87.65849509,87.65849509
2652,120.32749,40.469006,0.02,0.2,84.33215967,84.33215967
2653,120.51476,40.449158,0.02,0.2,84.33215967,84.33215967
2654,120.70198,40.429043,0.03,0.23,82.61047202,82.61047202
2655,120.889084,40.408653,0.03,0.3,84.33215967,84.33215967
2656,121.07609,40.387997,0.06,0.41,81.71577609,81.71577609
2657,121.26289,40.36706,0.11,0.66,80.57852767,80.57852767
2658,121.44958,40.345863,0.29,1.07,74.87349677,74.87349677
2659,121.636154,40.32439,0.83,1.4,59.36821233,59.36821233
2660,121.82261,40.302647,0.57,1.45,68.57480377,68.57480377
2661,122.008865,40.28064,0.49,1.21,67.98855384,67.98855384
2662,122.195076,40.258366,0.52,0.76,55.64786637,55.64786637
2663,122.38108,41.264637,0.76,0.59,37.8419384,37.8419384
2664,122.566986,41.26878,1,0.53,27.93775297,27.93775297
2665,122.75275,41.272633,1.15,0.49,23.08992702,23.08992702
2666,109.90109,41.264812,5.45,0.14,1.472240941,1.472240941
2667,110.09487,41.260384,5.31,0,0,0
2668,110.28255,41.255657,5.05,0,0,0
2669,110.47478,41.250633,4.74,0,0,0
2670,110.66559,41.245323,4.76,0,0,0
2671,110.856384,41.239708,5.45,0,0,0
2672,111.0468,41.23381,6.32,0.17,1.541593923,1.541593923
2673,111.23796,41.227608,6.61,0.32,2.773016403,2.773016403
2674,111.42903,41.22112,6.32,0.42,3.803968884,3.803968884
2675,111.61991,41.21433,6.03,0.48,4.553569739,4.553569739
2676,111.811,41.20724,3.83,0.43,6.409109378,6.409109378
2677,112.00223,41.19988,1.42,0.14,5.633538722,5.633538722
2678,112.19295,41.192215,0.14,0,0,0
2679,112.38368,41.18425,0.04,0,0,0
2680,112.57466,41.176003,0.05,0,0,0
2681,112.76556,41.16746,0.06,0,0,0
2682,112.956314,41.158623,0.11,0,0,0
2683,113.147224,41.149498,0.13,0,0,0
2684,113.33789,41.14007,0.12,0,0,0
2685,113.528534,41.130363,0.1,0,0,0
2686,113.719154,41.120358,0.11,0,0,0
2687,113.90977,41.110073,0.05,0,0,0
2688,114.10031,41.099487,0.03,0,0,0
2689,114.290764,41.088623,0.01,0,0,0
2690,114.48131,41.077465,0.01,0,0,0
2691,114.671776,41.06601,0.01,0,0,0
2692,114.86201,41.05427,0.01,0,0,0
2693,115.05226,41.042244,0.01,0,0,0
2694,115.242584,41.02994,0.04,0,0,0
2695,115.43286,41.017338,0.17,0,0,0
2696,115.62288,41.00444,0.23,0,0,0
2697,115.81299,40.99127,0.17,0,0,0
2698,116.0029,40.977802,0.14,0,0,0
2699,116.19284,40.964054,0.13,0,0,0
2700,116.382675,40.95002,0.12,0,0,0
2701,116.57245,40.935707,0.12,0,0,0
2702,116.762054,40.921097,0.12,0,0,0
2703,116.9517,40.90622,0.13,0,0,0
2704,117.51996,40.85986,0.01,0,0,0
2705,117.70926,40.843834,0.01,0,0,0
2706,117.898346,40.82753,0.01,0.02,63.46712395,63.46712395
2707,118.08746,40.810947,0.01,0.02,63.46712395,63.46712395
2708,118.27646,40.794086,0.01,0.02,63.46712395,63.46712395
2709,118.46532,40.776943,0.01,0.02,63.46712395,63.46712395
2710,118.654175,40.759518,0.01,0.02,63.46712395,63.46712395
2711,118.84285,40.74182,0.01,0.02,63.46712395,63.46712395
2712,119.0314,40.723843,0.01,0.04,76.00228645,76.00228645
2713,119.21986,40.705578,0.01,0.08,82.91701905,82.91701905
2714,119.40825,40.687046,0.01,0.21,87.31795549,87.31795549
2715,119.59651,40.668232,0.01,0.23,87.55483365,87.55483365
2716,119.78467,40.649143,0.02,0.19,84.03359549,84.03359549
2717,119.97268,40.62978,0.02,0.13,81.29505086,81.29505086
2718,120.1606,40.610138,0.02,0.08,76.00228645,76.00228645
2719,120.34839,40.590233,0.02,0.07,74.09216567,74.09216567
2720,120.53612,40.570038,0.02,0.08,76.00228645,76.00228645
2721,120.723656,40.549576,0.02,0.09,77.5104868,77.5104868
2722,120.91112,40.528847,0.02,0.1,78.72998027,78.72998027
2723,121.09848,40.507835,0.03,0.13,77.04444146,77.04444146
2724,121.28565,40.48657,0.04,0.2,78.72998027,78.72998027
2725,121.47272,40.46501,0.08,0.37,77.83899232,77.83899232
2726,121.65964,40.443195,0.19,0.81,76.83786635,76.83786635
2727,121.846375,40.42111,0.49,1.25,68.62961286,68.62961286
2728,122.033104,40.398754,0.97,1.51,57.3130107,57.3130107
2729,122.219604,41.408062,0.69,1.57,66.3085856,66.3085856
2730,122.40603,41.412228,0.49,1.21,67.98855384,67.98855384
2731,122.59225,41.416096,0.52,0.62,50.03848113,50.03848113
2732,122.77839,41.419662,0.8,0.39,26.0024157,26.0024157
2733,109.89722,41.40379,5.59,0,0,0
2734,110.098915,41.39905,5.1,0,0,0
2735,110.28531,41.39401,3.77,0,0,0
2736,110.474365,41.388676,3.77,0,0,0
2737,110.666466,41.383053,4.8,0,0,0
2738,110.85798,41.377117,6.24,0,0,0
2739,111.0496,41.370903,6.66,0.09,0.774612861,0.774612861
2740,111.24081,41.36438,6.43,0.21,1.871530196,1.871530196
2741,111.4319,41.35757,6.24,0.31,2.84552926,2.84552926
2742,111.623535,41.350475,5.59,0.35,3.584532667,3.584532667
2743,111.81456,41.34307,2.91,0.32,6.278536045,6.278536045
2744,112.00633,41.335377,0.42,0.12,15.95348364,15.95348364
2745,112.197495,41.327396,0.06,0,0,0
2746,112.38876,41.319115,0.04,0,0,0
2747,112.58013,41.31053,0.04,0,0,0
2748,112.77121,41.301666,0.06,0,0,0
2749,112.96247,41.292507,0.12,0,0,0
2750,113.15362,41.283054,0.12,0,0,0
2751,113.3448,41.273315,0.16,0,0,0
2752,113.53585,41.263275,0.15,0,0,0
2753,113.72684,41.252945,0.11,0,0,0
2754,113.917816,41.24233,0.05,0,0,0
2755,114.10866,41.23142,0.02,0,0,0
2756,114.29979,41.220222,0.01,0,0,0
2757,114.490524,41.20872,0.01,0,0,0
2758,114.681244,41.19695,0.01,0,0,0
2759,114.87215,41.184875,0.01,0,0,0
2760,115.062836,41.172527,0.03,0,0,0
2761,115.2533,41.159878,0.09,0,0,0
2762,115.443954,41.146942,0.28,0,0,0
2763,115.634476,41.133717,0.22,0,0,0
2764,115.82491,41.12021,0.17,0,0,0
2765,116.0152,41.10641,0.14,0,0,0
2766,116.20552,41.092323,0.13,0,0,0
2767,116.395836,41.077953,0.13,0,0,0
2768,116.58589,41.0633,0.13,0,0,0
2769,116.77593,41.048355,0.13,0,0,0
2770,116.965996,41.03313,0.01,0,0,0
2771,117.15588,41.01763,0.01,0,0,0
2772,117.34564,41.00183,0.01,0,0,0
2773,117.53539,40.98576,0.01,0,0,0
2774,117.725,40.9694,0.01,0,0,0
2775,117.914635,40.952755,0.01,0,0,0
2776,118.10405,40.935833,0.01,0,0,0
2777,118.29338,40.918636,0.01,0.02,63.46712395,63.46712395
2778,118.48265,40.90115,0.01,0.02,63.46712395,63.46712395
2779,118.671814,40.883385,0.01,0.02,63.46712395,63.46712395
2780,118.860916,40.865337,0.01,0.02,63.46712395,63.46712395
2781,119.04985,40.84702,0.01,0.03,71.60135001,71.60135001
2782,119.23872,40.82842,0.02,0.04,63.46712395,63.46712395
2783,119.42749,40.809536,0.02,0.06,71.60135001,71.60135001
2784,119.616104,40.790386,0.02,0.06,71.60135001,71.60135001
2785,119.80464,40.770954,0.02,0.05,68.23318183,68.23318183
2786,119.99305,40.75124,0.02,0.03,56.33849369,56.33849369
2787,120.18131,40.731255,0.02,0.02,45.02282465,45.02282465
2788,120.36951,40.711,0.02,0.03,56.33849369,56.33849369
2789,120.55752,40.690468,0.02,0.04,63.46712395,63.46712395
2790,120.745476,40.669662,0.02,0.04,63.46712395,63.46712395
2791,120.93329,40.648582,0.02,0.05,68.23318183,68.23318183
2792,121.12101,40.62723,0.02,0.06,71.60135001,71.60135001
2793,121.30851,40.605606,0.03,0.08,69.47917776,69.47917776
2794,121.49597,40.583717,0.04,0.15,75.1066587,75.1066587
2795,121.683266,40.561554,0.06,0.25,76.54307079,76.54307079
2796,121.87044,40.53912,0.11,0.35,72.58961142,72.58961142
2797,122.2443,41.551468,0.41,0.86,64.54352026,64.54352026
2798,122.43103,41.555637,0.59,1.31,65.78742274,65.78742274
2799,122.617676,41.559532,0.41,1.46,74.35178727,74.35178727
2800,122.80416,41.56311,0.45,0.92,63.96776485,63.96776485
2801,109.89722,41.547184,4.73,0,0,0
2802,110.09065,41.542416,3.94,0,0,0
2803,110.28255,41.537365,4.06,0,0,0
2804,110.47601,41.532013,4.63,0,0,0
2805,110.66793,41.52636,5.59,0,0,0
2806,110.8598,41.520412,6.45,0,0,0
2807,111.05146,41.51417,6.42,0,0,0
2808,111.24317,41.50763,6.29,0,0,0
2809,111.43504,41.5008,6.16,0.16,1.488622197,1.488622197
2810,111.62691,41.49367,4.64,0.32,3.947187285,3.947187285
2811,111.81844,41.486237,2.22,0.33,8.45931619,8.45931619
2812,112.01023,41.478523,0.15,0.13,40.93513559,40.93513559
2813,112.20185,41.470505,0.03,0,0,0
2814,112.39376,41.46219,0.03,0,0,0
2815,112.58528,41.453587,0.04,0,0,0
2816,112.777,41.44469,0.1,0,0,0
2817,112.968414,41.435497,0.14,0,0,0
2818,113.16007,41.426018,0.19,0,0,0
2819,113.35147,41.416233,0.19,0,0,0
2820,113.54315,41.406162,0.15,0,0,0
2821,113.734604,41.395798,0.11,0,0,0
2822,113.926056,41.38514,0.04,0,0,0
2823,114.117424,41.374187,0.02,0,0,0
2824,114.30866,41.362946,0.01,0,0,0
2825,114.49976,41.351418,0.01,0,0,0
2826,114.69111,41.339596,0.01,0,0,0
2827,114.88223,41.327484,0.03,0,0,0
2828,115.07332,41.31508,0.06,0,0,0
2829,115.26429,41.302395,0.27,0,0,0
2830,115.45518,41.289417,0.25,0,0,0
2831,115.64616,41.276142,0.18,0,0,0
2832,115.836845,41.262585,0.16,0,0,0
2833,116.027664,41.248734,0.14,0,0,0
2834,116.21833,41.234608,0.14,0,0,0
2835,116.40885,41.22018,0.14,0,0,0
2836,116.59951,41.205475,0.14,0,0,0
2837,116.789986,41.190483,0.01,0,0,0
2838,116.980286,41.175205,0.01,0,0,0
2839,117.170616,41.15964,0.01,0,0,0
2840,117.3608,41.14379,0.01,0,0,0
2841,117.55095,41.127655,0.01,0,0,0
2842,117.74091,41.11124,0.01,0,0,0
2843,117.93091,41.094547,0.01,0,0,0
2844,118.1207,41.077553,0.01,0,0,0
2845,118.31043,41.06029,0.01,0.02,63.46712395,63.46712395
2846,118.500046,41.042747,0.02,0.02,45.02282465,45.02282465
2847,118.68962,41.024925,0.02,0.02,45.02282465,45.02282465
2848,118.879105,41.00682,0.02,0.02,45.02282465,45.02282465
2849,119.068375,40.98843,0.02,0.02,45.02282465,45.02282465
2850,119.25764,40.96976,0.02,0.02,45.02282465,45.02282465
2851,119.446754,40.95082,0.02,0.02,45.02282465,45.02282465
2852,119.63579,40.93159,0.02,0.02,45.02282465,45.02282465
2853,119.82464,40.912094,0.02,0.02,45.02282465,45.02282465
2854,120.01346,40.89232,0.02,0.02,45.02282465,45.02282465
2855,120.20208,40.87226,0.02,0.02,45.02282465,45.02282465
2856,120.390656,40.851936,0.02,0.02,45.02282465,45.02282465
2857,120.579094,40.831326,0.03,0.03,45.02282465,45.02282465
2858,120.76738,40.81045,0.03,0.03,45.02282465,45.02282465
2859,120.955536,40.789295,0.03,0.04,53.15705071,53.15705071
2860,121.14363,40.767864,0.03,0.05,59.06618751,59.06618751
2861,121.33156,40.746178,0.03,0.07,66.83529213,66.83529213
2862,121.51934,40.724205,0.03,0.08,69.47917776,69.47917776
2863,121.70697,40.70196,0.04,0.09,66.07100621,66.07100621
2864,121.8945,40.679447,0.05,0.1,63.46712395,63.46712395
2865,122.08187,41.694847,0.08,0.14,60.28568097,60.28568097
2866,122.26915,41.699043,0.13,0.24,61.58829402,61.58829402
2867,122.456245,41.702934,0.23,0.6,69.06151783,69.06151783
2868,122.64321,41.706535,0.46,1.16,68.40379097,68.40379097
2869,109.90109,41.69055,4.59,0.09,1.12387247,1.12387247
2870,110.09279,41.685776,3.65,0,0,0
2871,110.28393,41.680706,4.09,0,0,0
2872,110.47724,41.675327,4.78,0,0,0
2873,110.669395,41.669643,5.37,0,0,0
2874,110.86162,41.663685,6.06,0,0,0
2875,111.05388,41.65742,6.28,0,0,0
2876,111.246,41.65086,6.27,0,0,0
2877,111.43804,41.644,6.12,0,0,0
2878,111.63003,41.636845,5.62,0.13,1.325783018,1.325783018
2879,111.82242,41.62939,4.01,0.34,4.848862998,4.848862998
2880,112.01421,41.62164,1.37,0.32,13.15391085,13.15391085
2881,112.20664,41.613605,0.06,0,0,0
2882,112.3985,41.60526,0.03,0.01,18.4442993,18.4442993
2883,112.590805,41.596626,0.03,0,0,0
2884,112.78291,41.587692,0.06,0,0,0
2885,112.9748,41.578465,0.1,0,0,0
2886,113.166756,41.568947,0.13,0,0,0
2887,113.358536,41.559135,0.17,0,0,0
2888,113.55044,41.549026,0.17,0,0,0
2889,113.74241,41.538628,0.14,0,0,0
2890,113.93413,41.527927,0.07,0,0,0
2891,114.125786,41.516945,0.03,0,0,0
2892,114.31752,41.50566,0.01,0,0,0
2893,114.5092,41.494087,0.01,0,0,0
2894,114.7007,41.482227,0.01,0,0,0
2895,114.89237,41.470066,0.03,0,0,0
2896,115.08381,41.457626,0.06,0,0,0
2897,115.275185,41.44488,0.15,0,0,0
2898,115.466484,41.431854,0.3,0,0,0
2899,115.65781,41.41854,0.21,0,0,0
2900,115.84905,41.404938,0.18,0,0,0
2901,116.040146,41.39104,0.16,0,0,0
2902,116.23131,41.376858,0.16,0,0,0
2903,116.42221,41.362385,0.16,0,0,0
2904,116.61314,41.347622,0.16,0,0,0
2905,116.80395,41.332577,0.01,0,0,0
2906,116.99474,41.317245,0.01,0,0,0
2907,117.1854,41.301624,0.01,0,0,0
2908,117.37603,41.28572,0.01,0,0,0
2909,117.56653,41.26953,0.01,0,0,0
2910,117.75692,41.25305,0.01,0,0,0
2911,117.94726,41.236294,0.01,0,0,0
2912,118.13748,41.21926,0.01,0,0,0
2913,118.327545,41.201927,0.02,0,0,0
2914,118.51763,41.184315,0.02,0,0,0
2915,118.707535,41.166428,0.02,0,0,0
2916,118.89736,41.148262,0.02,0,0,0
2917,119.08706,41.12981,0.02,0.01,26.57852536,26.57852536
2918,119.27666,41.111084,0.02,0.01,26.57852536,26.57852536
2919,119.466125,41.092068,0.02,0.01,26.57852536,26.57852536
2920,119.65554,41.072773,0.02,0.01,26.57852536,26.57852536
2921,119.84485,41.053207,0.02,0.01,26.57852536,26.57852536
2922,120.03398,41.033363,0.02,0.02,45.02282465,45.02282465
2923,120.223015,41.013233,0.02,0.02,45.02282465,45.02282465
2924,120.41198,40.992832,0.02,0.02,45.02282465,45.02282465
2925,120.600746,40.972157,0.03,0.02,33.70715562,33.70715562
2926,120.78946,40.951206,0.03,0.02,33.70715562,33.70715562
2927,120.97798,40.92998,0.03,0.03,45.02282465,45.02282465
2928,121.16637,40.908474,0.03,0.03,45.02282465,45.02282465
2929,121.354675,40.886696,0.03,0.05,59.06618751,59.06618751
2930,121.54285,40.86465,0.03,0.05,59.06618751,59.06618751
2931,121.73091,40.842342,0.03,0.05,59.06618751,59.06618751
2932,121.918755,40.819744,0.03,0.05,59.06618751,59.06618751
2933,122.10647,41.838215,0.04,0.06,56.33849369,56.33849369
2934,122.29408,41.842415,0.05,0.07,54.48994629,54.48994629
2935,122.48157,41.84633,0.06,0.09,56.33849369,56.33849369
2936,122.66896,41.84994,0.1,0.15,56.33849369,56.33849369
2937,109.89722,41.8339,3.46,0.18,2.979531147,2.979531147
2938,110.09487,41.829105,2.35,0.06,1.463295047,1.463295047
2939,110.28462,41.82402,3.48,0,0,0
2940,110.478065,41.81862,4.58,0,0,0
2941,110.67056,41.812927,5.11,0,0,0
2942,110.863205,41.80694,5.58,0,0,0
2943,111.055916,41.800648,5.7,0,0,0
2944,111.24851,41.79406,5.84,0,0,0
2945,111.4413,41.787178,5.96,0,0,0
2946,111.63351,41.78001,5.68,0.02,0.201847197,0.201847197
2947,111.82596,41.77252,5.01,0.21,2.401431884,2.401431884
2948,112.018776,41.764748,3.76,0.27,4.109357875,4.109357875
2949,112.2109,41.756668,0.53,0.17,17.79290869,17.79290869
2950,112.40355,41.7483,0.04,0.02,26.57852536,26.57852536
2951,112.59616,41.739635,0.03,0.01,18.4442993,18.4442993
