FID,lon,lat,uu01,vv01,speed,speed_1
472,109.90512,36.262737,2.95,0.04,0.777238346,0.777238346
473,110.08847,36.262478,2.81,0.02,0.407999095,0.407999095
474,110.26541,36.261963,2.34,0.02,0.489943974,0.489943974
475,110.44367,36.26118,2.42,0.02,0.473748229,0.473748229
476,110.621185,36.260136,3,0.02,0.382159944,0.382159944
477,110.79991,36.25884,3.95,0.03,0.435370166,0.435370166
478,110.97799,36.257267,4.07,0.03,0.422534172,0.422534172
479,111.15742,36.25544,2.37,0.03,0.725592143,0.725592143
480,111.33545,36.253353,1.72,0.05,1.665950624,1.665950624
481,111.51388,36.251003,1.47,0.08,3.116644766,3.116644766
482,111.69247,36.24839,1.91,0.09,2.699174,2.699174
483,111.87074,36.24552,2.76,0.16,3.319463995,3.319463995
484,112.04957,36.24239,9.92,0.24,1.386620808,1.386620808
485,112.228004,36.238995,9.99,0.29,1.66361727,1.66361727
486,112.40615,36.235348,9.58,0.14,0.837672909,0.837672909
487,112.584526,36.23143,4.07,0,0,0
488,112.76308,36.227257,0.51,0,0,0
489,116.49939,36.07975,0.02,0,0,0
490,116.67671,36.0699,0.21,0,0,0
491,116.85398,36.05978,0.76,0,0,0
492,117.03121,36.04941,1.38,0,0,0
493,117.208435,36.038784,1.11,0,0,0
494,117.38552,36.027905,0.6,0,0,0
495,117.56255,36.01677,0.39,0,0,0
496,117.73944,36.00538,0.29,0,0,0
497,117.91637,35.99374,0.15,0.03,11.31566904,11.31566904
498,118.09312,35.981842,0.04,0.04,45.02282465,45.02282465
499,118.26984,35.96969,0.02,0.03,56.33849369,56.33849369
500,118.44651,35.957287,0.02,0.02,45.02282465,45.02282465
501,118.62308,35.944633,0,0.01,90.04564931,90.04564931
502,118.97595,35.918568,0.01,0,0,0
503,119.15224,35.905155,0.01,0,0,0
504,119.32846,35.89149,0.01,0,0,0
505,119.504654,35.877583,0.01,0,0,0
506,119.68063,35.86342,0.01,0,0,0
507,119.85657,35.849003,0.01,0,0,0
508,120.03243,35.834343,0.01,0,0,0
509,120.20819,35.819427,0.01,0,0,0
510,120.91027,35.7573,0,0.03,90.04564931,90.04564931
511,122.134865,35.639072,0.63,0.5,38.45679745,38.45679745
512,122.30935,35.621212,0.92,0.48,27.56678676,27.56678676
513,122.48372,35.6031,1.24,0.33,14.91021308,14.91021308
514,109.90109,36.406437,2.04,0.02,0.561990238,0.561990238
515,110.081566,36.40592,1.9,0.02,0.603397091,0.603397091
516,110.26614,36.40514,1.9,0.02,0.603397091,0.603397091
517,110.44499,36.40409,2.36,0.02,0.485792106,0.485792106
518,110.62244,36.402782,2.95,0.03,0.582944387,0.582944387
519,110.801865,36.401207,3,0.03,0.573229301,0.573229301
520,110.980385,36.399376,2.68,0.04,0.855531114,0.855531114
521,111.15877,36.397278,2.02,0.04,1.134997026,1.134997026
522,111.33838,36.394924,1.91,0.05,1.50030763,1.50030763
523,111.516846,36.392307,2,0.07,2.005550761,2.005550761
524,111.69559,36.389423,2.23,0.1,2.568899652,2.568899652
525,111.8743,36.386284,5.53,0.15,1.55454217,1.55454217
526,112.05309,36.38288,8.3,0.2,1.381054209,1.381054209
527,112.231865,36.37922,8.03,0.1,0.713846546,0.713846546
528,112.41062,36.375286,3.13,0,0,0
529,112.58914,36.371098,0.33,0,0,0
530,115.79972,36.251205,0.01,0,0,0
531,115.97777,36.242085,0.03,0,0,0
532,116.155556,36.232704,0.19,0,0,0
533,116.33336,36.223072,0.84,0,0,0
534,116.511116,36.213173,1.89,0,0,0
535,116.6888,36.203026,2.86,0,0,0
536,116.86648,36.19261,2.1,0,0,0
537,117.04395,36.181957,1.06,0,0,0
538,117.22149,36.17104,0.53,0,0,0
539,117.398766,36.159863,0.34,0,0,0
540,117.57611,36.14843,0.21,0.02,5.443091446,5.443091446
541,117.753426,36.136753,0.08,0.04,26.57852536,26.57852536
542,117.93069,36.124805,0.03,0.03,45.02282465,45.02282465
543,118.10775,36.112617,0.02,0.02,45.02282465,45.02282465
544,118.284775,36.10017,0.02,0.01,26.57852536,26.57852536
545,118.46175,36.087467,0.01,0.01,45.02282465,45.02282465
546,118.638596,36.07452,0.01,0,0,0
547,118.81538,36.06131,0.01,0,0,0
548,118.99211,36.04785,0.01,0,0,0
549,119.16867,36.03414,0.01,0,0,0
550,119.345215,36.020184,0.01,0,0,0
551,119.52168,36.005966,0.01,0,0,0
552,119.69798,35.991505,0.02,0,0,0
553,119.87425,35.976788,0.02,0,0,0
554,120.05039,35.961826,0.01,0,0,0
555,120.7541,35.89948,0,0.03,90.04564931,90.04564931
556,121.98152,35.780838,0.53,0.68,52.09313872,52.09313872
557,122.156456,35.762913,0.8,0.44,28.825407,28.825407
558,122.331276,35.744736,1.13,0.34,16.75424423,16.75424423
559,122.50594,35.72632,1.31,0.32,13.73405916,13.73405916
560,109.91153,36.5504,1.31,0.01,0.437585705,0.437585705
561,110.09279,36.549873,1.45,0.02,0.790637322,0.790637322
562,110.26541,36.54909,1.72,0.03,0.999750501,0.999750501
563,110.445435,36.54804,2.04,0.03,0.842951601,0.842951601
564,110.62401,36.546722,2.43,0.04,0.943533564,0.943533564
565,110.80284,36.54515,2.28,0.05,1.256922235,1.256922235
566,110.98258,36.54331,1.8,0.04,1.273675719,1.273675719
567,111.16147,36.54121,1.75,0.04,1.310053961,1.310053961
568,111.34057,36.53884,1.89,0.09,2.727693818,2.727693818
569,111.519424,36.536213,2.03,0.1,2.821602905,2.821602905
570,111.698814,36.53333,2.86,0.1,2.003548846,2.003548846
571,111.87753,36.53017,6.76,0.14,1.187031155,1.187031155
572,112.05672,36.52676,6.61,0.07,0.607048238,0.607048238
573,112.235985,36.52308,2.94,0,0,0
574,112.415085,36.51914,0.63,0,0,0
575,112.5939,36.514935,0.27,0,0,0
576,112.77298,36.510468,0.25,0,0,0
577,112.95194,36.50574,0.14,0,0,0
578,113.131004,36.50075,0.12,0,0,0
579,113.309616,36.495502,0.1,0,0,0
580,113.48886,36.48999,0.02,0,0,0
581,115.632,36.40351,0.02,0,0,0
582,115.810356,36.394615,0.43,0,0,0
583,115.98858,36.385456,1.43,0,0,0
584,116.166824,36.37605,2.94,0,0,0
585,116.34493,36.366375,3.85,0,0,0
586,116.52291,36.35645,3.47,0,0,0
587,116.70093,36.346264,1.69,0,0,0
588,116.87883,36.33582,0.87,0,0,0
589,117.05678,36.325123,0.41,0.01,1.397889698,1.397889698
590,117.23452,36.314156,0.25,0.03,6.846244167,6.846244167
591,117.4122,36.302948,0.13,0.03,13.00120785,13.00120785
592,117.589935,36.291477,0.04,0.02,26.57852536,26.57852536
593,117.76742,36.27975,0.02,0.02,45.02282465,45.02282465
594,117.944984,36.267773,0.01,0.01,45.02282465,45.02282465
595,118.12239,36.255535,0.01,0.01,45.02282465,45.02282465
596,118.29977,36.243046,0.01,0,0,0
597,118.477005,36.230297,0.01,0,0,0
598,118.65413,36.2173,0.01,0,0,0
599,118.83127,36.20405,0.01,0,0,0
600,119.00827,36.19054,0.01,0,0,0
601,119.185196,36.17679,0.01,0,0,0
602,119.36207,36.16277,0.01,0,0,0
603,119.5388,36.148506,0.02,0,0,0
604,119.7155,36.133987,0.02,0,0,0
605,119.89204,36.11923,0.01,0,0,0
606,120.421135,36.07342,0.01,0,0,0
607,120.59733,36.057663,0,0.03,90.04564931,90.04564931
608,121.82761,35.94034,0.47,0.59,51.48491704,51.48491704
609,122.002945,35.92259,0.76,0.42,28.94109774,28.94109774
610,122.17813,35.904594,0.93,0.34,20.09216335,20.09216335
611,122.35324,35.886356,1.24,0.31,14.04336285,14.04336285
612,122.52819,35.86788,1.56,0.31,11.24498493,11.24498493
613,109.90723,36.69435,1.21,0.02,0.947431754,0.947431754
614,110.08623,36.693825,1.34,0.04,1.710681287,1.710681287
615,110.26541,36.693035,1.57,0.03,1.095245835,1.095245835
616,110.44631,36.69198,1.91,0.04,1.200344762,1.200344762
617,110.62527,36.69067,1.84,0.04,1.245995934,1.245995934
618,110.8043,36.68909,1.78,0.04,1.287981893,1.287981893
619,110.98377,36.68724,1.61,0.03,1.068041135,1.068041135
620,111.16348,36.68513,1.87,0.05,1.532384646,1.532384646
621,111.34305,36.68276,1.79,0.06,1.920783886,1.920783886
622,111.522255,36.680122,2.41,0.07,1.66456887,1.66456887
623,111.701805,36.67722,5,0.1,1.146343986,1.146343986
624,111.88107,36.674053,4.74,0.08,0.96741601,0.96741601
625,112.06052,36.670624,3.37,0,0,0
626,112.24018,36.666935,3.08,0,0,0
627,112.41938,36.66298,2.83,0,0,0
628,112.598724,36.65876,2.8,0,0,0
629,112.77827,36.65428,2.47,0,0,0
630,112.95757,36.64954,2.31,0,0,0
631,113.13669,36.64453,1.83,0,0,0
632,113.31588,36.63926,0.37,0,0,0
633,114.39057,36.602142,0.01,0,0,0
634,115.28499,36.56402,0.03,0,0,0
635,115.46372,36.555607,0.29,0,0,0
636,115.64244,36.546944,1.43,0,0,0
637,115.82101,36.538013,3.34,0,0,0
638,115.999535,36.52882,4.6,0,0,0
639,116.178,36.51938,5.14,0,0,0
640,116.356445,36.509678,2.98,0,0,0
641,116.534805,36.499714,1.4,0.01,0.409456185,0.409456185
642,116.71315,36.489487,0.59,0.02,1.942471141,1.942471141
643,116.89134,36.479004,0.29,0.02,3.947187285,3.947187285
644,117.06956,36.468266,0.17,0.03,10.01305599,10.01305599
645,117.24771,36.457275,0.07,0.02,15.95348364,15.95348364
646,117.4258,36.446022,0.02,0.01,26.57852536,26.57852536
647,117.6037,36.43451,0.02,0.01,26.57852536,26.57852536
648,117.7816,36.42274,0.01,0.01,45.02282465,45.02282465
649,117.9594,36.410717,0.01,0,0,0
650,118.137146,36.39845,0.01,0,0,0
651,118.31483,36.38591,0.01,0,0,0
652,118.49239,36.37312,0.01,0,0,0
653,118.66987,36.360077,0.01,0,0,0
654,118.847275,36.346775,0.01,0,0,0
655,119.024635,36.333218,0.01,0,0,0
656,119.20196,36.319412,0.01,0,0,0
657,119.379,36.30535,0.02,0,0,0
658,119.55605,36.291042,0.02,0,0,0
659,119.73303,36.276474,0.01,0,0,0
660,119.9099,36.26165,0.01,0,0,0
661,120.086685,36.246586,0.01,0,0,0
662,120.26338,36.231266,0.01,0.03,71.60135001,71.60135001
663,120.439926,36.21569,0,0.03,90.04564931,90.04564931
664,121.67311,36.0997,0.36,0.55,56.82223614,56.82223614
665,121.8488,36.082146,0.61,0.41,33.92347474,33.92347474
666,122.02447,36.064335,0.94,0.3,17.7094057,17.7094057
667,122.200005,36.046272,1.14,0.28,13.8064847,13.8064847
668,122.37538,36.02797,1.64,0.28,9.693700854,9.693700854
669,122.55062,36.009426,3.08,0.37,6.853583155,6.853583155
670,109.90109,36.83777,1.07,0.04,2.141987263,2.141987263
671,110.081566,36.83697,1.41,0.03,1.219493466,1.219493466
672,110.26614,36.835926,1.54,0.04,1.488622197,1.488622197
673,110.44631,36.834606,1.56,0.05,1.836705872,1.836705872
674,110.6262,36.83301,1.84,0.04,1.245995934,1.245995934
675,110.805756,36.831165,1.57,0.03,1.095245835,1.095245835
676,110.98537,36.829044,1.77,0.04,1.295256158,1.295256158
677,111.166176,36.826664,1.77,0.05,1.618915254,1.618915254
678,111.345085,36.824017,2.08,0.05,1.377735647,1.377735647
679,111.525215,36.821114,3.96,0.07,1.013212369,1.013212369
680,111.704796,36.817936,3.55,0.09,1.452994581,1.452994581
681,111.884605,36.814495,3.47,0.02,0.330398882,0.330398882
682,112.06441,36.810787,4.36,0,0,0
683,112.243935,36.806816,4.98,0,0,0
684,112.423744,36.802586,5.46,0,0,0
685,112.603615,36.798088,5.51,0,0,0
686,112.78305,36.79333,6.22,0,0,0
687,112.96293,36.7883,5.6,0,0,0
688,113.142365,36.783012,2.58,0,0,0
689,113.3219,36.777466,0.24,0,0,0
690,113.50135,36.77164,0.04,0,0,0
691,113.681,36.76557,0.03,0,0,0
692,113.86052,36.75923,0.04,0,0,0
693,114.03988,36.75263,0.05,0,0,0
694,114.21919,36.74576,0.12,0,0,0
695,114.3986,36.738632,0.12,0,0,0
696,114.57796,36.731243,0.11,0,0,0
697,114.75725,36.72359,0.05,0,0,0
698,114.93634,36.715675,0.07,0,0,0
699,115.11546,36.7075,0.87,0,0,0
700,115.29458,36.699066,2.08,0,0,0
701,115.47368,36.69037,3.27,0,0,0
702,115.65267,36.681408,4.94,0,0,0
703,115.831635,36.672184,6.03,0.01,0.095065984,0.095065984
704,116.01047,36.66271,4.93,0.01,0.116277408,0.116277408
705,116.189255,36.652966,2.35,0.01,0.24393402,0.24393402
706,116.368095,36.642967,0.89,0.02,1.287981893,1.287981893
707,116.54677,36.63271,0.44,0.02,2.60388226,2.60388226
708,116.72541,36.622192,0.22,0.02,5.197063597,5.197063597
709,116.90397,36.611412,0.11,0.02,10.31007324,10.31007324
710,117.08247,36.60038,0.05,0.02,21.81246748,21.81246748
711,117.26091,36.589092,0.02,0.01,26.57852536,26.57852536
712,117.439316,36.577534,0.02,0.01,26.57852536,26.57852536
713,117.61758,36.56573,0.01,0,0,0
714,117.79577,36.55366,0.01,0,0,0
715,117.97396,36.54134,0.01,0,0,0
716,118.15197,36.528763,0.01,0,0,0
717,118.32995,36.51593,0.01,0,0,0
718,118.507805,36.50284,0.01,0,0,0
719,118.68567,36.48949,0.01,0,0,0
720,118.863335,36.47589,0.01,0,0,0
721,119.041016,36.462032,0.01,0,0,0
722,119.21858,36.447926,0.01,0,0,0
723,119.39604,36.43356,0.01,0,0,0
724,119.57338,36.418945,0.02,0,0,0
725,119.75069,36.40407,0.01,0,0,0
726,119.927895,36.388954,0.01,0,0,0
727,120.10492,36.373573,0,0.03,90.04564931,90.04564931
728,121.518005,36.24155,0.26,0.46,60.5548097,60.5548097
729,121.694176,36.223927,0.48,0.35,36.11659354,36.11659354
730,121.8702,36.206055,0.88,0.25,15.86741037,15.86741037
731,122.04609,36.18794,1.07,0.24,12.64856461,12.64856461
732,122.22193,36.169575,1.41,0.25,10.0594353,10.0594353
733,122.39757,36.150963,2.81,0.46,9.301634679,9.301634679
734,122.57315,36.132103,5.83,0.43,4.220433735,4.220433735
735,109.903076,36.980923,1.22,0.02,0.939667317,0.939667317
736,110.08847,36.979855,1.32,0.02,0.868491738,0.868491738
737,110.26541,36.97853,1.44,0.02,0.796127155,0.796127155
738,110.44719,36.976936,1.77,0.02,0.647710749,0.647710749
739,110.62745,36.975082,1.42,0.03,1.210908048,1.210908048
740,110.80746,36.972958,1.38,0.03,1.245995934,1.245995934
741,110.98735,36.970566,1.99,0.03,0.864128121,0.864128121
742,111.16785,36.967907,2.17,0.04,1.056559437,1.056559437
743,111.3477,36.964985,2.63,0.05,1.089694599,1.089694599
744,111.5279,36.9618,2.79,0.06,1.232602279,1.232602279
745,111.708,36.958347,3.32,0.04,0.690627316,0.690627316
746,111.88803,36.954636,4.56,0,0,0
747,112.06829,36.950645,4.93,0,0,0
748,112.24829,36.9464,5.6,0,0,0
749,112.42834,36.941883,6.55,0,0,0
750,112.60812,36.93711,7.26,0,0,0
751,112.78839,36.932068,6.83,0,0,0
752,112.96808,36.926758,4.27,0,0,0
753,113.14822,36.921192,0.7,0,0,0
754,113.3282,36.915356,0.22,0,0,0
755,113.507996,36.909252,0.12,0,0,0
756,113.68786,36.90289,0.12,0,0,0
757,113.86757,36.896263,0.16,0,0,0
758,114.04724,36.889374,0.33,0,0,0
759,114.22698,36.88222,0.44,0,0,0
760,114.40669,36.874805,0.53,0,0,0
761,114.586334,36.86712,0.53,0,0,0
762,114.76584,36.859184,0.94,0,0,0
763,114.94538,36.850975,2.37,0,0,0
764,115.124916,36.84251,4.06,0,0,0
765,115.30445,36.833782,5.59,0,0,0
766,115.483734,36.824795,6.68,0.01,0.085815566,0.085815566
767,115.662994,36.81554,5.94,0.04,0.386020029,0.386020029
768,115.842316,36.80603,4.46,0.04,0.514110348,0.514110348
769,116.021484,36.796257,1.58,0.05,1.813472039,1.813472039
770,116.20062,36.786217,0.64,0.03,2.685136409,2.685136409
771,116.37975,36.77592,0.35,0.02,3.272146762,3.272146762
772,116.5588,36.765366,0.15,0.02,7.598495482,7.598495482
773,116.73773,36.754555,0.09,0.02,12.5351625,12.5351625
774,116.916626,36.743477,0.03,0.01,18.4442993,18.4442993
775,117.095505,36.732147,0.03,0.01,18.4442993,18.4442993
776,117.27422,36.720554,0.02,0.01,26.57852536,26.57852536
777,117.45286,36.708706,0.01,0,0,0
778,117.6315,36.696598,0.01,0,0,0
779,117.81005,36.68423,0.01,0,0,0
780,117.98845,36.671608,0.01,0,0,0
781,118.166916,36.658726,0.01,0,0,0
782,118.34516,36.645596,0.01,0,0,0
783,118.5234,36.6322,0.01,0,0,0
784,118.701485,36.61855,0.01,0,0,0
785,118.87956,36.604645,0.01,0,0,0
786,119.05745,36.59049,0.01,0,0,0
787,119.235405,36.576065,0.01,0,0,0
788,119.413155,36.5614,0.02,0,0,0
789,119.590836,36.54648,0.01,0,0,0
790,119.7684,36.531303,0.01,0,0,0
791,119.94592,36.515877,0,0.03,90.04564931,90.04564931
792,121.36229,36.383385,0.2,0.36,60.97630829,60.97630829
793,121.53885,36.365704,0.38,0.3,38.30958452,38.30958452
794,121.7153,36.347775,0.72,0.19,14.79022406,14.79022406
795,121.891655,36.329586,0.96,0.21,12.34534584,12.34534584
796,122.06788,36.31116,1.07,0.25,13.15761903,13.15761903
797,122.24394,36.292484,1.8,0.4,12.5351625,12.5351625
798,122.41997,36.273556,5.2,0.27,2.973811564,2.973811564
799,122.59585,36.254395,6.17,0.16,1.486210601,1.486210601
800,109.903076,37.123787,1.15,0.01,0.498464313,0.498464313
801,110.08847,37.122456,1.27,0.01,0.451367371,0.451367371
802,110.26688,37.12085,1.52,0.01,0.377131669,0.377131669
803,110.44806,37.118996,1.12,0.01,0.511815335,0.511815335
804,110.62869,37.116863,1.1,0.02,1.042155004,1.042155004
805,110.808426,37.114456,2.03,0.02,0.564758484,0.564758484
806,110.98893,37.111797,2.05,0.03,0.838840231,0.838840231
807,111.16969,37.108864,1.95,0.03,0.881851057,0.881851057
808,111.35031,37.105667,2.08,0.04,1.102264917,1.102264917
809,111.530594,37.102203,2.91,0.05,0.984865988,0.984865988
810,111.71121,37.098465,4.56,0.01,0.125712169,0.125712169
811,111.891556,37.094467,4.57,0,0,0
812,112.072075,37.09021,5.37,0,0,0
813,112.25247,37.085674,6.8,0,0,0
814,112.432686,37.080887,7.32,0,0,0
815,112.61307,37.075825,6.58,0,0,0
816,112.79344,37.0705,4.13,0.01,0.138800796,0.138800796
817,112.973816,37.064903,0.99,0.01,0.579019104,0.579019104
818,113.15405,37.059055,0.37,0,0,0
819,113.33414,37.052925,0.25,0,0,0
820,113.514465,37.046543,0.21,0,0,0
821,113.69465,37.039898,0.24,0,0,0
822,113.874695,37.032974,0.44,0,0,0
823,114.05473,37.0258,0.62,0,0,0
824,114.23485,37.01836,0.81,0,0,0
825,114.41491,37.010647,0.91,0,0,0
826,114.59474,37.00268,1.73,0,0,0
827,114.77471,36.994442,3.77,0.01,0.152054924,0.152054924
828,114.95453,36.98595,5.83,0.03,0.294979424,0.294979424
829,115.13439,36.97719,6.68,0.03,0.257445159,0.257445159
830,115.31412,36.96817,6.49,0.05,0.441631022,0.441631022
831,115.493805,36.958885,5.46,0.1,1.049788139,1.049788139
832,115.67351,36.94934,3.63,0.09,1.420985926,1.420985926
833,115.85311,36.93953,1.1,0.07,3.64303212,3.64303212
834,116.03264,36.929462,0.54,0.03,3.181442976,3.181442976
835,116.21212,36.919125,0.27,0.02,4.23854356,4.23854356
836,116.39151,36.90853,0.11,0.02,10.31007324,10.31007324
837,116.57084,36.897686,0.04,0.01,14.04336285,14.04336285
838,116.75018,36.88657,0.04,0.01,14.04336285,14.04336285
839,116.929344,36.875195,0.03,0.01,18.4442993,18.4442993
840,117.10852,36.863567,0.02,0,0,0
841,117.28761,36.851673,0.02,0,0,0
842,117.46654,36.83952,0.01,0,0,0
843,117.6455,36.82711,0.01,0,0,0
844,117.82436,36.81444,0.01,0,0,0
845,118.00313,36.801517,0.01,0,0,0
846,118.1818,36.788334,0.01,0,0,0
847,118.36044,36.774895,0.01,0,0,0
848,118.53903,36.761196,0.01,0,0,0
849,118.71745,36.747242,0.01,0,0,0
850,118.89579,36.733036,0.01,0,0,0
851,119.07405,36.71857,0.01,0,0,0
852,119.252304,36.703854,0.02,0,0,0
853,119.430405,36.688877,0.02,0,0,0
854,119.60839,36.67364,0.01,0.02,63.46712395,63.46712395
855,121.20598,36.525208,0.18,0.34,62.13422837,62.13422837
856,121.38293,36.507465,0.24,0.22,42.53200899,42.53200899
857,121.55977,36.489468,0.44,0.16,19.99324224,19.99324224
858,121.73656,36.47122,0.74,0.17,12.94461869,12.94461869
859,121.91321,36.45273,0.78,0.22,15.75916289,15.75916289
860,122.089714,36.433987,0.83,0.32,21.09444857,21.09444857
861,122.26614,36.415,3.41,0.18,3.023138912,3.023138912
862,122.44246,36.395763,5.93,0.13,1.256498451,1.256498451
863,122.618645,36.37628,5.91,0.06,0.581958085,0.581958085
864,109.903076,37.2677,0.91,0.01,0.62991795,0.62991795
865,110.08623,37.266365,1.29,0.01,0.44436971,0.44436971
866,110.26761,37.264763,0.56,0.01,1.023549084,1.023549084
867,110.44806,37.26289,0.61,0.01,0.939667317,0.939667317
868,110.62932,37.260754,1.94,0.02,0.590956805,0.590956805
869,110.810356,37.25835,1.75,0.02,0.655112516,0.655112516
870,110.9915,37.255672,1.86,0.02,0.616372383,0.616372383
871,111.17203,37.252728,1.63,0.03,1.054939313,1.054939313
872,111.352776,37.249523,2.18,0.04,1.051713924,1.051713924
873,111.5334,37.246044,3.93,0.03,0.437585705,0.437585705
874,111.71418,37.2423,3.5,0.02,0.327566953,0.327566953
875,111.89486,37.238293,4.52,0,0,0
876,112.07594,37.234013,6.66,0,0,0
877,112.25672,37.22947,6.9,0,0,0
878,112.43719,37.224655,6.32,0,0,0
879,112.61809,37.219574,3.85,0.01,0.148895355,0.148895355
880,112.7987,37.214233,1.25,0.02,0.917119197,0.917119197
881,112.97914,37.208622,0.44,0,0,0
882,113.15976,37.202736,0.27,0,0,0
883,113.340355,37.1966,0.21,0,0,0
884,113.52098,37.19019,0.22,0,0,0
885,113.701584,37.183517,0.39,0,0,0
886,113.88192,37.17658,0.55,0,0,0
887,114.06231,37.169373,0.7,0.01,0.818870594,0.818870594
888,114.24266,37.161907,1.1,0.01,0.52112056,0.52112056
889,114.423065,37.154167,1.91,0.03,0.900316137,0.900316137
890,114.60335,37.14617,4.06,0.07,0.988261406,0.988261406
891,114.78361,37.13791,5.23,0.11,1.20550725,1.20550725
892,114.963806,37.12938,5.91,0.12,1.16379624,1.16379624
893,115.143845,37.12059,5.85,0.13,1.273675719,1.273675719
894,115.32399,37.111538,4.71,0.15,1.825015037,1.825015037
895,115.50403,37.102215,2.73,0.12,2.518152253,2.518152253
896,115.68404,37.092632,0.8,0.08,5.713489633,5.713489633
