FID,lon,lat,pm02,pm02_1
4042,115.94845,42.498993,0.88,0.88
4043,116.14268,42.48381,0.89,0.89
4044,116.33698,42.468334,0.95,0.95
4045,116.531265,42.452557,0.94,0.94
4046,116.725266,42.43648,0.9,0.9
4047,116.91935,42.420124,0.85,0.85
4048,117.11329,42.40347,0.76,0.76
4049,117.30716,42.38652,0.71,0.71
4050,117.50091,42.369286,0.67,0.67
4051,117.69458,42.351746,0.65,0.65
4052,117.88812,42.333927,0.64,0.64
4053,118.081635,42.31582,0.61,0.61
4054,118.27496,42.29741,0.59,0.59
4055,118.46826,42.278713,0.58,0.58
4056,118.661415,42.259743,0.59,0.59
4057,118.85451,42.24047,0.6,0.6
4058,119.04745,42.22092,0.61,0.61
4059,119.24028,42.201077,0.62,0.62
4060,119.43297,42.180958,0.61,0.61
4061,119.62564,42.160538,0.59,0.59
4062,119.818115,42.13983,0.59,0.59
4063,120.01039,42.118866,0.6,0.6
4064,120.202675,42.097603,0.61,0.61
4065,120.39486,42.076046,0.61,0.61
4066,120.58679,42.05422,0.6,0.6
4067,120.778656,42.03211,0.59,0.59
4068,120.97034,42.00972,0.59,0.59
4069,121.1619,41.987053,0.61,0.61
4070,121.353386,41.9641,0.64,0.64
4071,121.54472,41.94087,0.64,0.64
4072,121.54016,42.2717995,0.66,0.66
4073,121.73108,42.2761335,0.66,0.66
4074,121.92179,42.2801425,0.65,0.65
4075,122.11236,42.2838565,0.63,0.63
4076,122.302815,42.2872795,0.64,0.64
4077,122.49314,42.2903735,0.64,0.64
4078,109.89914,42.964115,1.01,1.01
4079,110.09692,42.958256,0.94,0.94
4080,110.29141,42.9521,0.89,0.89
4081,110.485374,42.945618,0.88,0.88
4082,110.68243,42.938835,0.88,0.88
4083,110.878044,42.93176,0.87,0.87
4084,111.073746,42.924366,0.87,0.87
4085,111.26949,42.916664,0.86,0.86
4086,111.465935,42.908672,0.85,0.85
4087,111.66142,42.90036,0.85,0.85
4088,111.85709,42.89175,0.84,0.84
4089,112.05328,42.88282,0.88,0.88
4090,112.24934,42.873604,0.97,0.97
4091,112.44497,42.864075,1.16,1.16
4092,112.64042,42.854244,1.63,1.63
4093,112.83621,42.844116,2.47,2.47
4094,113.03209,42.833668,3.59,3.59
4095,113.22768,42.82293,4.36,4.36
4096,113.423256,42.81188,5.87,5.87
4097,113.61872,42.800537,8.31,8.31
4098,113.81439,42.788883,9.86,9.86
4099,114.00981,42.77693,12.73,12.73
4100,114.20524,42.764687,17.97,17.97
4101,114.40056,42.752132,17.77,17.77
4102,114.59581,42.739273,14.88,14.88
4103,114.79109,42.72613,11.92,11.92
4104,114.986374,42.712673,9.81,9.81
4105,115.18142,42.698925,8.3,8.3
4106,115.37648,42.68488,6.78,6.78
4107,115.57145,42.67053,5.8,5.8
4108,115.766335,42.65588,0.96,0.96
4109,115.96115,42.64093,0.98,0.98
4110,116.155945,42.6257,1,1
4111,116.350586,42.610165,1.04,1.04
4112,116.54527,42.594337,1.01,1.01
4113,116.7398,42.57821,0.96,0.96
4114,116.93419,42.561787,0.89,0.89
4115,117.128494,42.545067,0.83,0.83
4116,117.3228,42.52806,0.78,0.78
4117,117.51693,42.51076,0.75,0.75
4118,117.71107,42.493164,0.73,0.73
4119,117.90503,42.47529,0.7,0.7
4120,118.09886,42.45711,0.67,0.67
4121,118.292694,42.43864,0.65,0.65
4122,118.48631,42.41988,0.64,0.64
4123,118.67983,42.40084,0.64,0.64
4124,118.87332,42.381508,0.65,0.65
4125,119.066666,42.36188,0.66,0.66
4126,119.259926,42.34197,0.65,0.65
4127,119.45308,42.32177,0.64,0.64
4128,119.64604,42.301285,0.64,0.64
4129,119.83892,42.280514,0.66,0.66
4130,120.03169,42.259468,0.68,0.68
4131,120.22432,42.238117,0.68,0.68
4132,120.41681,42.2165,0.66,0.66
4133,120.60919,42.19459,0.64,0.64
4134,120.80149,42.17241,0.63,0.63
4135,120.99355,42.149937,0.63,0.63
4136,121.185555,42.127182,0.64,0.64
4137,121.37739,42.104153,0.64,0.64
4138,121.5691,42.08084,0.66,0.66
4139,121.56531,42.4149425,0.65,0.65
4140,121.7566,42.4192995,0.64,0.64
4141,121.94771,42.4233315,0.62,0.62
4142,122.13869,42.4270615,0.61,0.61
4143,122.32952,42.4304835,0.65,0.65
4144,122.52018,42.4335815,0.66,0.66
4145,109.895325,43.10718,0.97,0.97
4146,110.09692,43.10131,0.93,0.93
4147,110.29208,43.09513,0.91,0.91
4148,110.48819,43.088634,0.89,0.89
4149,110.68328,43.08182,0.9,0.9
4150,110.88004,43.074722,0.89,0.89
4151,111.076294,43.0673,0.86,0.86
4152,111.27257,43.05957,0.84,0.84
4153,111.468605,43.051537,0.84,0.84
4154,111.665306,43.043205,0.84,0.84
4155,111.86162,43.03456,0.88,0.88
4156,112.05776,43.02561,0.91,0.91
4157,112.25412,43.016346,0.98,0.98
4158,112.45025,43.00679,1.09,1.09
4159,112.646194,42.99692,1.56,1.56
4160,112.84221,42.986755,2.33,2.33
4161,113.038605,42.976276,3.25,3.25
4162,113.23465,42.965496,4.17,4.17
4163,113.430626,42.95441,5.85,5.85
4164,113.62666,42.94302,8.49,8.49
4165,113.82255,42.931328,9.91,9.91
4166,114.018394,42.91934,14.09,14.09
4167,114.214264,42.907043,17.9,17.9
4168,114.40998,42.894436,17.54,17.54
4169,114.605644,42.881542,14.85,14.85
4170,114.80151,42.86834,11.8,11.8
4171,114.99701,42.854847,10.56,10.56
4172,115.19264,42.84105,8.87,8.87
4173,115.388054,42.826942,7.88,7.88
4174,115.583466,42.812553,1.05,1.05
4175,115.778725,42.79785,1.08,1.08
4176,115.97396,42.782852,1.13,1.13
4177,116.169205,42.76756,1.14,1.14
4178,116.36427,42.751972,1.13,1.13
4179,116.5593,42.73608,1.14,1.14
4180,116.75427,42.719894,1.08,1.08
4181,116.94905,42.703415,1.01,1.01
4182,117.14384,42.686646,0.95,0.95
4183,117.338455,42.669575,0.89,0.89
4184,117.53304,42.652214,0.86,0.86
4185,117.72757,42.63456,0.83,0.83
4186,117.922,42.616608,0.8,0.8
4187,118.11625,42.598366,0.78,0.78
4188,118.31036,42.579834,0.77,0.77
4189,118.504555,42.561012,0.76,0.76
4190,118.69848,42.541893,0.76,0.76
4191,118.8923,42.5225,0.73,0.73
4192,119.08608,42.502796,0.73,0.73
4193,119.27966,42.482822,0.72,0.72
4194,119.47325,42.462555,0.74,0.74
4195,119.66667,42.441994,0.74,0.74
4196,119.85988,42.42115,0.76,0.76
4197,120.05308,42.400024,0.77,0.77
4198,120.24612,42.378605,0.74,0.74
4199,120.439,42.35691,0.72,0.72
4200,120.63172,42.334934,0.68,0.68
4201,120.82445,42.312653,0.68,0.68
4202,121.016914,42.290115,0.69,0.69
4203,121.2093,42.267277,0.7,0.7
4204,121.401535,42.244167,0.72,0.72
4205,121.59363,42.220776,0.75,0.75
4206,121.39884,42.5580705,0.76,0.76
4207,121.5906,42.5624305,0.74,0.74
4208,121.782254,42.5664765,0.71,0.71
4209,121.97379,42.5702235,0.71,0.71
4210,122.16515,42.5736495,0.72,0.72
4211,122.35633,42.5767815,0.72,0.72
4212,122.5474,42.5795815,0.73,0.73
4213,109.89914,43.24434,0.98,0.98
4214,110.09487,43.238136,0.94,0.94
4215,110.292755,43.231613,0.91,0.91
4216,110.48859,43.224785,0.93,0.93
4217,110.685,43.21765,0.91,0.91
4218,110.88204,43.2102,0.88,0.88
4219,111.07847,43.20245,0.87,0.87
4220,111.27549,43.19439,0.85,0.85
4221,111.47207,43.186024,0.85,0.85
4222,111.66906,43.17735,0.88,0.88
4223,111.8654,43.168365,0.91,0.91
4224,112.062225,43.159077,0.93,0.93
4225,112.25889,43.14947,0.97,0.97
4226,112.45535,43.139565,1.11,1.11
4227,112.65203,43.12937,1.59,1.59
4228,112.84875,43.11885,2.32,2.32
4229,113.045105,43.10803,3.23,3.23
4230,113.24166,43.096905,4.27,4.27
4231,113.43815,43.08549,6.44,6.44
4232,113.63443,43.07375,8.23,8.23
4233,113.830734,43.061703,10.06,10.06
4234,114.02711,43.049374,14.58,14.58
4235,114.22341,43.036728,17.55,17.55
4236,114.41961,43.023785,16.08,16.08
4237,114.615715,43.010536,12.97,12.97
4238,114.81182,42.996986,10.7,10.7
4239,115.00782,42.983135,10.31,10.31
4240,115.2038,42.968987,9.14,9.14
4241,115.39968,42.954536,1.13,1.13
4242,115.59545,42.93978,1.19,1.19
4243,115.7912,42.924736,1.27,1.27
4244,115.986946,42.90939,1.31,1.31
4245,116.18248,42.89374,1.33,1.33
4246,116.3781,42.877796,1.32,1.32
4247,116.57346,42.86156,1.28,1.28
4248,116.76884,42.845016,1.24,1.24
4249,116.9641,42.828186,1.18,1.18
4250,117.159225,42.811054,1.1,1.1
4251,117.35426,42.793636,1.04,1.04
4252,117.549286,42.775917,0.98,0.98
4253,117.74419,42.757896,0.95,0.95
4254,117.939,42.7396,0.92,0.92
4255,118.13367,42.720993,0.9,0.9
4256,118.32828,42.70211,0.89,0.89
4257,118.52277,42.682922,0.89,0.89
4258,118.71716,42.663452,0.88,0.88
4259,118.91139,42.643692,0.89,0.89
4260,119.10559,42.62364,0.88,0.88
4261,119.29955,42.603294,0.87,0.87
4262,119.49354,42.58267,0.84,0.84
4263,119.68733,42.56175,0.84,0.84
4264,119.88098,42.540546,0.86,0.86
4265,120.074554,42.51906,0.86,0.86
4266,120.26802,42.49728,0.83,0.83
4267,120.461296,42.47523,0.83,0.83
4268,120.65448,42.45288,0.82,0.82
4269,120.84748,42.430252,0.81,0.81
4270,121.04039,42.40734,0.8,0.8
4271,121.23316,42.384148,0.81,0.81
4272,121.4258,42.36068,0.85,0.85
4273,121.423825,42.7011565,0.85,0.85
4274,121.616086,42.7055385,0.82,0.82
4275,121.8081,42.7096085,0.82,0.82
4276,122.000005,42.7133625,0.83,0.83
4277,122.19174,42.7168035,0.84,0.84
4278,122.38328,42.7199365,0.86,0.86
4279,122.57476,42.7227505,0.89,0.89
4280,109.90109,43.393265,1.01,1.01
4281,110.098915,43.387337,0.97,0.97
4282,110.29074,43.381107,0.96,0.96
4283,110.48899,43.374565,0.97,0.97
4284,110.686714,43.36771,0.95,0.95
4285,110.88426,43.36055,0.94,0.94
4286,111.08065,43.353077,0.94,0.94
4287,111.27825,43.345303,0.93,0.93
4288,111.47525,43.337215,0.91,0.91
4289,111.67258,43.328808,0.89,0.89
4290,111.86949,43.320107,0.89,0.89
4291,112.06659,43.311092,0.9,0.9
4292,112.26373,43.301765,0.95,0.95
4293,112.460686,43.292133,0.98,0.98
4294,112.65786,43.282196,1.13,1.13
4295,112.85472,43.27195,1.61,1.61
4296,113.05166,43.2614,2.36,2.36
4297,113.24866,43.250538,3.35,3.35
4298,113.44549,43.239376,4.63,4.63
4299,113.642395,43.22791,6.64,6.64
4300,113.83921,43.216133,8.11,8.11
4301,114.03585,43.20405,10.4,10.4
4302,114.23249,43.191666,14.39,14.39
4303,114.429214,43.178978,16.84,16.84
4304,114.62567,43.165985,15.77,15.77
4305,114.822235,43.15269,12.81,12.81
4306,115.01865,43.1391,11.02,11.02
4307,115.21508,43.12519,9.63,9.63
4308,115.41146,43.11099,1.2,1.2
4309,115.607666,43.096497,1.29,1.29
4310,115.80384,43.08169,1.41,1.41
4311,115.99986,43.06658,1.49,1.49
4312,116.19591,43.05119,1.55,1.55
4313,116.391884,43.03548,1.56,1.56
4314,116.58768,43.01948,1.55,1.55
4315,116.78348,43.00318,1.5,1.5
4316,116.97913,42.986588,1.46,1.46
4317,117.17469,42.969696,1.39,1.39
4318,117.37015,42.952503,1.28,1.28
4319,117.56559,42.935017,1.23,1.23
4320,117.76097,42.917236,1.21,1.21
4321,117.956116,42.899155,1.16,1.16
4322,118.15132,42.880787,1.11,1.11
4323,118.346245,42.86212,1.1,1.1
4324,118.54119,42.843163,1.09,1.09
4325,118.73591,42.823917,1.1,1.1
4326,118.93057,42.80438,1.12,1.12
4327,119.125145,42.784542,1.13,1.13
4328,119.31959,42.76442,1.1,1.1
4329,119.51393,42.744003,1.05,1.05
4330,119.70809,42.7233,1.03,1.03
4331,119.902214,42.702312,1.04,1.04
4332,120.09612,42.681038,1.06,1.06
4333,120.28999,42.659466,1.04,1.04
4334,120.48369,42.63761,1.03,1.03
4335,120.67729,42.615482,1.02,1.02
4336,120.87072,42.59306,0.98,0.98
4337,121.064026,42.570343,0.94,0.94
4338,121.25717,42.547363,0.93,0.93
4339,121.450165,42.524082,0.96,0.96
4340,121.64308,42.500534,0.98,0.98
4341,121.44904,42.8442365,0.98,0.98
4342,121.64162,42.8486245,0.94,0.94
4343,121.83406,42.8526965,0.94,0.94
4344,122.02636,42.8564665,0.95,0.95
4345,122.218465,42.8599265,0.96,0.96
4346,122.41042,42.8630745,0.98,0.98
4347,122.60227,42.8659005,1.02,1.02
4348,109.89722,43.536255,1.08,1.08
4349,110.098915,43.53032,1.07,1.07
4350,110.292755,43.52406,1.08,1.08
4351,110.48939,43.51749,1.06,1.06
4352,110.688705,43.51062,1.05,1.05
4353,110.88581,43.503426,1.03,1.03
4354,111.08282,43.49593,1.01,1.01
4355,111.281,43.488132,0.97,0.97
4356,111.4783,43.479996,0.94,0.94
4357,111.67608,43.471573,0.91,0.91
4358,111.87367,43.462837,0.9,0.9
4359,112.07113,43.45378,0.91,0.91
4360,112.268745,43.44443,0.93,0.93
4361,112.46625,43.434765,0.96,0.96
4362,112.66374,43.42479,1,1
4363,112.86109,43.414505,1.21,1.21
4364,113.05845,43.40392,1.63,1.63
4365,113.25576,43.393024,2.54,2.54
4366,113.45298,43.38181,3.45,3.45
4367,113.650345,43.370308,4.93,4.93
4368,113.84751,43.358482,6.68,6.68
4369,114.04487,43.346355,8.11,8.11
4370,114.241646,43.33394,10.22,10.22
4371,114.43884,43.321198,14.05,14.05
4372,114.63591,43.30817,16.24,16.24
4373,114.83286,43.294823,15.17,15.17
4374,115.029526,43.281178,12.08,12.08
4375,115.22641,43.267227,10.33,10.33
4376,115.42322,43.25297,1.31,1.31
4377,115.61985,43.238415,1.41,1.41
4378,115.81642,43.223568,1.56,1.56
4379,116.01295,43.20841,1.67,1.67
4380,116.20937,43.192947,1.77,1.77
4381,116.40576,43.17719,1.81,1.81
4382,116.60201,43.161137,1.83,1.83
4383,116.79818,43.14477,1.83,1.83
4384,116.994316,43.12812,1.79,1.79
4385,117.19029,43.111164,1.72,1.72
4386,117.386215,43.093914,1.64,1.64
4387,117.58207,43.07637,1.57,1.57
4388,117.777794,43.058517,1.51,1.51
4389,117.973366,43.04038,1.44,1.44
4390,118.16895,43.021946,1.4,1.4
4391,118.36432,43.00321,1.39,1.39
4392,118.559586,42.984188,1.39,1.39
4393,118.7548,42.964874,1.41,1.41
4394,118.949844,42.945263,1.43,1.43
4395,119.14487,42.925365,1.45,1.45
4396,119.33977,42.90516,1.41,1.41
4397,119.53447,42.884678,1.35,1.35
4398,119.72909,42.863903,1.27,1.27
4399,119.9236,42.84284,1.25,1.25
4400,120.117935,42.821487,1.25,1.25
4401,120.312164,42.79985,1.26,1.26
4402,120.50629,42.777916,1.27,1.27
4403,120.70021,42.755703,1.27,1.27
4404,120.89406,42.7332,1.21,1.21
4405,121.08778,42.710415,1.13,1.13
4406,121.28133,42.68734,1.09,1.09
4407,121.474724,42.66399,1.09,1.09
4408,121.66803,42.64035,1.12,1.12
4409,121.66736,42.9872765,1.07,1.07
4410,121.86021,42.9916765,1.08,1.08
4411,122.05283,42.9957765,1.08,1.08
4412,122.24535,42.9995565,1.07,1.07
4413,122.437726,43.0030265,1.08,1.08
4414,122.629956,43.0061765,1.14,1.14
4415,109.89346,43.679234,1.22,1.22
4416,110.098915,43.67326,1.21,1.21
4417,110.294754,43.66698,1.17,1.17
4418,110.49218,43.660393,1.12,1.12
4419,110.68984,43.65349,1.07,1.07
4420,110.888016,43.64628,1.02,1.02
4421,111.08571,43.63875,0.98,0.98
4422,111.283745,43.63091,0.95,0.95
4423,111.481735,43.62277,0.94,0.94
4424,111.67958,43.614307,0.93,0.93
4425,111.87774,43.605534,0.93,0.93
4426,112.07575,43.596455,0.93,0.93
4427,112.27383,43.58706,0.95,0.95
4428,112.4718,43.577362,1,1
4429,112.66954,43.567352,1.13,1.13
4430,112.86738,43.55704,1.38,1.38
4431,113.0651,43.546402,1.96,1.96
4432,113.26297,43.535465,2.76,2.76
4433,113.46057,43.524223,3.86,3.86
4434,113.65827,43.512676,5.26,5.26
4435,113.856,43.50081,7.07,7.07
4436,114.05357,43.48864,8.26,8.26
4437,114.2511,43.476173,10.22,10.22
4438,114.44863,43.463387,13.81,13.81
4439,114.645874,43.450314,15.79,15.79
4440,114.843315,43.43692,14.31,14.31
4441,115.04057,43.42322,11.97,11.97
4442,115.2378,43.409225,1.44,1.44
4443,115.43499,43.394917,1.56,1.56
4444,115.63211,43.38031,1.72,1.72
4445,115.82918,43.36541,1.86,1.86
4446,116.02614,43.350197,1.99,1.99
4447,116.223,43.334675,2.08,2.08
4448,116.41977,43.318867,2.13,2.13
4449,116.61643,43.302757,2.16,2.16
4450,116.81303,43.28633,2.16,2.16
4451,117.00951,43.26962,2.11,2.11
4452,117.20593,43.252605,2.03,2.03
4453,117.40232,43.235287,1.96,1.96
4454,117.59854,43.217686,1.85,1.85
4455,117.794754,43.19977,1.77,1.77
4456,117.99073,43.181576,1.73,1.73
4457,118.18662,43.163067,1.76,1.76
4458,118.38247,43.144268,1.79,1.79
4459,118.5782,43.12517,1.84,1.84
4460,118.77385,43.105785,1.88,1.88
4461,118.96936,43.086113,1.88,1.88
4462,119.16468,43.06614,1.79,1.79
4463,119.35995,43.045868,1.73,1.73
4464,119.55511,43.025314,1.61,1.61
4465,119.75011,43.00446,1.55,1.55
4466,119.94505,42.983326,1.53,1.53
4467,120.1398,42.961895,1.54,1.54
4468,120.334404,42.94018,1.57,1.57
4469,120.52894,42.918167,1.57,1.57
4470,120.72329,42.895878,1.51,1.51
4471,120.91757,42.873295,1.39,1.39
4472,121.111694,42.850433,1.29,1.29
4473,121.30562,42.827282,1.26,1.26
4474,121.49945,42.80384,1.27,1.27
4475,121.693146,42.780117,1.29,1.29
4476,121.49987,43.1302935,1.23,1.23
4477,121.69325,43.1347115,1.22,1.22
4478,121.88648,43.1388235,1.21,1.21
4479,122.07952,43.1426165,1.19,1.19
4480,122.272435,43.1460945,1.19,1.19
4481,122.46519,43.1492605,1.24,1.24
4482,109.90109,43.81618,1.28,1.28
4483,110.09487,43.809883,1.21,1.21
4484,110.29541,43.80326,1.15,1.15
4485,110.49258,43.79634,1.08,1.08
4486,110.691536,43.789085,1.03,1.03
4487,110.88956,43.781544,1.01,1.01
4488,111.08804,43.773678,1,1
4489,111.28649,43.765503,0.97,0.97
4490,111.48504,43.75702,0.96,0.96
4491,111.683655,43.748207,0.97,0.97
4492,111.88211,43.73909,0.99,0.99
4493,112.08056,43.72967,1.05,1.05
4494,112.27882,43.719933,1.15,1.15
4495,112.47702,43.70989,1.3,1.3
4496,112.675476,43.699528,1.42,1.42
4497,112.87372,43.688858,1.72,1.72
4498,113.07173,43.677883,2.38,2.38
4499,113.2701,43.666607,3.37,3.37
4500,113.468315,43.655014,4.34,4.34
4501,113.66634,43.64311,5.83,5.83
4502,113.864426,43.630894,7.42,7.42
4503,114.06241,43.618374,8.49,8.49
4504,114.26039,43.605553,10.55,10.55
4505,114.45835,43.59241,14.21,14.21
4506,114.65607,43.578987,15.56,15.56
4507,114.8539,43.56524,13.96,13.96
4508,115.05172,43.551186,1.6,1.6
4509,115.24946,43.53683,1.73,1.73
4510,115.44698,43.522175,1.9,1.9
4511,115.644485,43.50721,2.05,2.05
4512,115.84198,43.491947,2.24,2.24
4513,116.03924,43.476383,2.39,2.39
4514,116.23653,43.460506,2.45,2.45
4515,116.4338,43.444336,2.51,2.51
4516,116.630905,43.427856,2.52,2.52
4517,116.82795,43.411087,2.51,2.51
4518,117.02488,43.394012,2.44,2.44
4519,117.22176,43.376633,2.39,2.39
4520,117.41855,43.358963,2.3,2.3
4521,117.615204,43.340984,2.21,2.21
4522,117.81168,43.322716,2.14,2.14
4523,118.00818,43.304146,2.18,2.18
4524,118.20457,43.285286,2.26,2.26
4525,118.40077,43.266125,2.3,2.3
4526,118.597,43.24667,2.33,2.33
4527,118.79299,43.22693,2.34,2.34
4528,118.98888,43.206875,2.33,2.33
4529,119.18465,43.186543,2.19,2.19
4530,119.380295,43.165905,2.04,2.04
4531,119.575905,43.144985,1.94,1.94
4532,119.7713,43.12377,1.89,1.89
4533,119.966644,43.10227,1.91,1.91
4534,120.161835,43.08048,1.93,1.93
4535,120.356865,43.058388,1.94,1.94
4536,120.55176,43.036015,1.89,1.89
4537,120.746574,43.013355,1.71,1.71
4538,120.94121,42.990414,1.57,1.57
4539,121.135765,42.96718,1.48,1.48
4540,121.3301,42.94366,1.44,1.44
4541,121.52425,42.91985,1.43,1.43
4542,121.52551,43.2732765,1.39,1.39
4543,121.719304,43.2777125,1.36,1.36
4544,121.91289,43.2818405,1.31,1.31
4545,122.10635,43.2856465,1.28,1.28
4546,122.29968,43.2891415,1.31,1.31
4547,122.49283,43.2923165,1.27,1.27
4548,109.89722,43.95906,1.22,1.22
4549,110.10279,43.952736,1.16,1.16
4550,110.294754,43.94611,1.1,1.1
4551,110.49456,43.93915,1.08,1.08
4552,110.69267,43.931885,1.05,1.05
4553,110.891754,43.92431,1,1
4554,111.09056,43.916416,0.98,0.98
4555,111.28968,43.908203,0.98,0.98
4556,111.48833,43.89968,1.05,1.05
4557,111.687485,43.890854,1.17,1.17
4558,111.885956,43.881706,1.27,1.27
4559,112.084785,43.872242,1.33,1.33
4560,112.28362,43.862476,1.39,1.39
4561,112.48262,43.85239,1.46,1.46
4562,112.681244,43.841995,1.61,1.61
4563,112.88011,43.83129,2.01,2.01
4564,113.078606,43.820274,2.77,2.77
4565,113.2774,43.808945,3.77,3.77
4566,113.47587,43.79732,4.93,4.93
4567,113.67451,43.785362,6.32,6.32
4568,113.872925,43.77311,7.57,7.57
4569,114.0715,43.760544,8.52,8.52
4570,114.269806,43.747677,11.02,11.02
4571,114.46827,43.7345,14.38,14.38
4572,114.66644,43.721012,15.07,15.07
4573,114.86458,43.707214,1.72,1.72
4574,115.0628,43.693115,1.84,1.84
4575,115.26102,43.67871,2,2
4576,115.458984,43.663998,2.17,2.17
4577,115.656975,43.648987,2.41,2.41
4578,115.85475,43.633667,2.66,2.66
4579,116.05256,43.618042,2.82,2.82
4580,116.25022,43.60211,2.88,2.88
4581,116.44796,43.58588,2.89,2.89
4582,116.64556,43.569347,2.87,2.87
4583,116.84299,43.552505,2.84,2.84
4584,117.04039,43.535374,2.82,2.82
4585,117.23764,43.517944,2.78,2.78
4586,117.434746,43.500206,2.7,2.7
4587,117.63186,43.482166,2.63,2.63
4588,117.82888,43.463837,2.66,2.66
4589,118.025734,43.4452,2.75,2.75
4590,118.222496,43.42626,2.8,2.8
4591,118.419235,43.407043,2.83,2.83
4592,118.61574,43.387516,2.87,2.87
4593,118.81221,43.3677,2.88,2.88
4594,119.008484,43.347584,2.78,2.78
4595,119.20469,43.327168,2.59,2.59
4596,119.400764,43.30647,2.44,2.44
4597,119.59676,43.285477,2.36,2.36
4598,119.7926,43.26418,2.4,2.4
4599,119.98839,43.242607,2.41,2.41
4600,120.183975,43.220734,2.44,2.44
4601,120.3794,43.198566,2.35,2.35
4602,120.57474,43.176117,2.11,2.11
4603,120.76992,43.153378,1.9,1.9
4604,120.96495,43.13036,1.76,1.76
4605,121.159874,43.10703,1.68,1.68
4606,121.354675,43.08343,1.64,1.64
4607,121.54928,43.059547,1.63,1.63
4608,121.356984,43.4162265,1.59,1.59
4609,121.55129,43.4206835,1.53,1.53
4610,121.74549,43.4248225,1.45,1.45
4611,121.9395,43.4286565,1.38,1.38
4612,122.13337,43.4321505,1.37,1.37
4613,122.32703,43.4353515,1.31,1.31
4614,122.52057,43.4382125,1.31,1.31
4615,109.90109,44.095577,1.16,1.16
4616,110.098915,44.088917,1.12,1.12
4617,110.29541,44.08194,1.11,1.11
4618,110.49574,44.074646,1.06,1.06
4619,110.69324,44.067036,1.01,1.01
4620,110.89351,44.059116,1.01,1.01
4621,111.09325,44.050884,1.05,1.05
4622,111.292404,44.042336,1.28,1.28
4623,111.491745,44.033466,1.37,1.37
4624,111.69108,44.02428,1.36,1.36
4625,111.890205,44.014786,1.35,1.35
4626,112.08947,44.00497,1.31,1.31
4627,112.28884,43.994865,1.31,1.31
4628,112.48806,43.984432,1.34,1.34
4629,112.6873,43.97369,1.52,1.52
4630,112.88643,43.96263,2.04,2.04
4631,113.08547,43.951267,2.94,2.94
4632,113.28474,43.939587,4.16,4.16
4633,113.48375,43.9276,5.36,5.36
4634,113.68265,43.915302,6.7,6.7
4635,113.881516,43.902687,7.69,7.69
4636,114.080536,43.88977,8.72,8.72
4637,114.279335,43.876545,11.72,11.72
4638,114.47812,43.863014,14.02,14.02
4639,114.67689,43.849174,1.91,1.91
4640,114.87553,43.835014,1.99,1.99
4641,115.07409,43.820557,2.07,2.07
4642,115.27255,43.8058,2.18,2.18
4643,115.47103,43.79073,2.4,2.4
4644,115.669464,43.775352,2.76,2.76
4645,115.86779,43.75967,3.09,3.09
4646,116.065926,43.74369,3.22,3.22
4647,116.26407,43.727394,3.28,3.28
4648,116.46214,43.7108,3.27,3.27
4649,116.660126,43.693913,3.25,3.25
4650,116.8581,43.67671,3.24,3.24
4651,117.05586,43.659214,3.24,3.24
4652,117.25362,43.641415,3.2,3.2
4653,117.45117,43.62332,3.17,3.17
4654,117.648605,43.60491,3.24,3.24
4655,117.84603,43.58621,3.35,3.35
4656,118.04338,43.56721,3.39,3.39
4657,118.2406,43.547924,3.4,3.4
4658,118.437645,43.528324,3.37,3.37
4659,118.63466,43.50844,3.37,3.37
4660,118.83151,43.488247,3.36,3.36
4661,119.02836,43.467766,3.23,3.23
4662,119.22491,43.446987,3.01,3.01
4663,119.42142,43.425915,2.89,2.89
4664,119.6178,43.404556,2.84,2.84
4665,119.814064,43.3829,2.81,2.81
4666,120.01018,43.36095,2.82,2.82
4667,120.2062,43.33871,2.83,2.83
4668,120.40209,43.316185,2.58,2.58
4669,120.59783,43.29336,2.29,2.29
4670,120.793434,43.270256,2.08,2.08
4671,120.98888,43.246857,1.94,1.94
4672,121.184166,43.223175,1.89,1.89
4673,121.379364,43.19919,1.88,1.88
4674,121.38251,43.5591565,1.75,1.75
4675,121.57728,43.5636245,1.62,1.62
4676,121.77182,43.5677895,1.5,1.5
4677,121.96621,43.5716235,1.43,1.43
4678,122.160466,43.5751465,1.37,1.37
4679,122.35464,43.5783335,1.38,1.38
4680,122.54854,43.5812215,1.4,1.4
4681,109.89722,44.238388,1.11,1.11
4682,110.09487,44.231693,1.1,1.1
4683,110.29805,44.224697,1.07,1.07
4684,110.496925,44.217377,1.03,1.03
4685,110.69661,44.209732,1.01,1.01
4686,110.89613,44.201786,1.04,1.04
4687,111.09486,44.19352,1.22,1.22
4688,111.294975,44.18494,1.19,1.19
4689,111.49463,44.17604,1.11,1.11
4690,111.69478,44.166832,1.06,1.06
4691,111.89434,44.1573,1.03,1.03
4692,112.09396,44.147465,1.06,1.06
4693,112.293884,44.137306,1.14,1.14
4694,112.49348,44.12684,1.23,1.23
4695,112.69312,44.116055,1.46,1.46
4696,112.89293,44.104954,1.99,1.99
4697,113.09244,44.093548,3.06,3.06
4698,113.291885,44.081837,4.37,4.37
4699,113.49144,44.0698,5.74,5.74
4700,113.69088,44.057453,7.15,7.15
4701,113.89023,44.044804,7.98,7.98
4702,114.089554,44.031834,9.6,9.6
4703,114.288895,44.018562,11.87,11.87
4704,114.48804,44.004982,2.07,2.07
4705,114.6873,43.99108,2.16,2.16
